t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.000000,0.217021,3.166216,0.000000,6.421256,9.972968,0.000000,0.000000,0.000000,30.248912,0.000000,0.915459,31.164372,flying
0.016667,0.000000,0.321074,3.331987,0.000000,6.243169,9.946280,0.000000,0.000000,0.000000,29.649712,0.000000,1.354385,31.004097,flying
0.033333,0.000000,0.422169,3.497320,0.000000,6.065725,9.919928,0.000000,0.000000,0.000000,29.067567,0.000000,1.780836,30.848403,flying
0.050000,0.000000,0.520318,3.662218,0.000000,5.888910,9.893905,0.000000,0.000000,0.000000,28.502251,0.000000,2.194856,30.697107,flying
0.066667,0.000000,0.615529,3.826688,0.000000,5.712709,9.868204,0.000000,0.000000,0.000000,27.953546,0.000000,2.596488,30.550034,flying
0.083333,0.000000,0.707815,3.990735,0.000000,5.537110,9.842818,0.000000,0.000000,0.000000,27.421238,0.000000,2.985774,30.407013,flying
0.100000,0.000000,0.797183,4.154364,0.000000,5.362099,9.817739,0.000000,0.000000,0.000000,26.905121,0.000000,3.362757,30.267878,flying
0.116667,0.000000,0.883644,4.317580,0.000000,5.187663,9.792961,0.000000,0.000000,0.000000,26.404992,0.000000,3.727475,30.132468,flying
0.133333,0.000000,0.967207,4.480388,0.000000,5.013789,9.768476,0.000000,0.000000,0.000000,25.920657,0.000000,4.079970,30.000627,flying
0.150000,0.000000,1.047882,4.642793,0.000000,4.840466,9.744277,0.000000,0.000000,0.000000,25.451923,0.000000,4.420279,29.872202,flying
0.166667,0.000000,1.125676,4.804799,0.000000,4.667680,9.720357,0.000000,0.000000,0.000000,24.998606,0.000000,4.748440,29.747046,flying
0.183333,0.000000,1.200600,4.966410,0.000000,4.495422,9.696710,0.000000,0.000000,0.000000,24.560525,0.000000,5.064491,29.625016,flying
0.200000,0.000000,1.272661,5.127632,0.000000,4.323679,9.673328,0.000000,0.000000,0.000000,24.137506,0.000000,5.368467,29.505972,flying
0.216667,0.000000,1.341869,5.288469,0.000000,4.152440,9.650204,0.000000,0.000000,0.000000,23.729375,0.000000,5.660404,29.389780,flying
0.233333,0.000000,1.408230,5.448925,0.000000,3.981695,9.627331,0.000000,0.000000,0.000000,23.335969,0.000000,5.940337,29.276306,flying
0.250000,0.000000,1.471754,5.609003,0.000000,3.811433,9.604702,0.000000,0.000000,0.000000,22.957123,0.000000,6.208300,29.165423,flying
0.266667,0.000000,1.532448,5.768708,0.000000,3.641644,9.582310,0.000000,0.000000,0.000000,22.592682,0.000000,6.464326,29.057008,flying
0.283333,0.000000,1.590320,5.928044,0.000000,3.472319,9.560149,0.000000,0.000000,0.000000,22.242491,0.000000,6.708447,28.950938,flying
0.300000,0.000000,1.645378,6.087014,0.000000,3.303447,9.538211,0.000000,0.000000,0.000000,21.906400,0.000000,6.940696,28.847096,flying
0.316667,0.000000,1.697628,6.245622,0.000000,3.135021,9.516489,0.000000,0.000000,0.000000,21.584264,0.000000,7.161104,28.745367,flying
0.333333,0.000000,1.747078,6.403872,0.000000,2.967031,9.494977,0.000000,0.000000,0.000000,21.275940,0.000000,7.369701,28.645640,flying
0.350000,0.000000,1.793736,6.561766,0.000000,2.799469,9.473667,0.000000,0.000000,0.000000,20.981289,0.000000,7.566517,28.547807,flying
0.366667,0.000000,1.837608,6.719309,0.000000,2.632327,9.452553,0.000000,0.000000,0.000000,20.700178,0.000000,7.751583,28.451761,flying
0.383333,0.000000,1.878702,6.876503,0.000000,2.465596,9.431627,0.000000,0.000000,0.000000,20.432472,0.000000,7.924927,28.357399,flying
0.400000,0.000000,1.917023,7.033351,0.000000,2.299270,9.410883,0.000000,0.000000,0.000000,20.178044,0.000000,8.086577,28.264621,flying
0.416667,0.000000,1.952578,7.189856,0.000000,2.133342,9.390314,0.000000,0.000000,0.000000,19.936767,0.000000,8.236562,28.173329,flying
0.433333,0.000000,1.985375,7.346021,0.000000,1.967804,9.369913,0.000000,0.000000,0.000000,19.708518,0.000000,8.374908,28.083426,flying
0.450000,0.000000,2.015419,7.501849,0.000000,1.802650,9.349674,0.000000,0.000000,0.000000,19.493178,0.000000,8.501644,27.994821,flying
0.466667,0.000000,2.042717,7.657342,0.000000,1.637875,9.329588,0.000000,0.000000,0.000000,19.290627,0.000000,8.616794,27.907422,flying
0.483333,0.000000,2.067275,7.812503,0.000000,1.473471,9.309650,0.000000,0.000000,0.000000,19.100752,0.000000,8.720387,27.821139,flying
0.500000,0.000000,2.103278,7.962136,0.000000,3.990398,6.881353,30.419829,0.000000,0.000000,13.604403,0.962936,8.872257,23.439595,flying
0.516667,0.000000,2.166914,8.076659,0.000000,3.818177,6.871413,30.419679,0.000000,0.000000,13.285881,0.962926,9.140694,23.389501,flying
