t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.000000,0.173766,30.232567,0.000000,3.825957,13.954011,0.000000,0.000000,0.000000,45.010757,0.000000,0.732997,45.743754,flying
0.016667,0.000000,0.234642,30.464375,0.000000,3.652565,13.908459,0.000000,0.000000,0.000000,44.459091,0.000000,0.989790,45.448882,flying
0.033333,0.000000,0.292639,30.695430,0.000000,3.479811,13.863336,0.000000,0.000000,0.000000,43.924752,0.000000,1.234439,45.159191,flying
0.050000,0.000000,0.347767,30.925741,0.000000,3.307687,13.818630,0.000000,0.000000,0.000000,43.407496,0.000000,1.466986,44.874482,flying
0.066667,0.000000,0.400037,31.155313,0.000000,3.136180,13.774332,0.000000,0.000000,0.000000,42.907085,0.000000,1.687475,44.594559,flying
0.083333,0.000000,0.449458,31.384153,0.000000,2.965281,13.730430,0.000000,0.000000,0.000000,42.423286,0.000000,1.895949,44.319235,flying
0.100000,0.000000,0.496041,31.612269,0.000000,2.794981,13.686916,0.000000,0.000000,0.000000,41.955873,0.000000,2.092450,44.048323,flying
0.116667,0.000000,0.539796,31.839665,0.000000,2.625269,13.643780,0.000000,0.000000,0.000000,41.504625,0.000000,2.277019,43.781644,flying
0.133333,0.000000,0.580731,32.066348,0.000000,2.456136,13.601011,0.000000,0.000000,0.000000,41.069324,0.000000,2.449698,43.519022,flying
0.150000,0.000000,0.618857,32.292325,0.000000,2.287575,13.558601,0.000000,0.000000,0.000000,40.649761,0.000000,2.610526,43.260287,flying
0.166667,0.000000,0.654184,32.517601,0.000000,2.119575,13.516539,0.000000,0.000000,0.000000,40.245727,0.000000,2.759543,43.005270,flying
0.183333,0.000000,0.686719,32.742181,0.000000,1.952129,13.474817,0.000000,0.000000,0.000000,39.857022,0.000000,2.896787,42.753810,flying
0.200000,0.000000,0.716473,32.966071,0.000000,1.785230,13.433425,0.000000,0.000000,0.000000,39.483448,0.000000,3.022298,42.505746,flying
0.216667,0.000000,0.743454,33.189277,0.000000,1.618868,13.392354,0.000000,0.000000,0.000000,39.124812,0.000000,3.136112,42.260925,flying
0.233333,0.000000,0.767671,33.411804,0.000000,1.453038,13.351594,0.000000,0.000000,0.000000,38.780925,0.000000,3.238268,42.019193,flying
0.250000,0.000000,0.789134,33.633656,0.000000,1.287732,13.311138,0.000000,0.000000,0.000000,38.451601,0.000000,3.328802,41.780404,flying
0.266667,0.000000,0.807849,33.854839,0.000000,1.122944,13.270976,0.000000,0.000000,0.000000,38.136661,0.000000,3.407751,41.544411,flying
0.283333,0.000000,0.823827,34.075357,0.000000,0.958667,13.231100,0.000000,0.000000,0.000000,37.835925,0.000000,3.475150,41.311075,flying
0.300000,0.000000,0.837075,34.295216,0.000000,0.794894,13.191500,0.000000,0.000000,0.000000,37.549221,0.000000,3.531035,41.080255,flying
0.316667,0.000000,0.847602,34.514419,0.000000,0.631621,13.152169,0.000000,0.000000,0.000000,37.276377,0.000000,3.575441,40.851818,flying
0.333333,0.000000,0.855416,34.732970,0.000000,0.468842,13.113098,0.000000,0.000000,0.000000,37.017227,0.000000,3.608403,40.625630,flying
0.350000,0.000000,0.860526,34.950875,0.000000,0.306551,13.074278,0.000000,0.000000,0.000000,36.771607,0.000000,3.629955,40.401562,flying
0.366667,0.000000,0.862938,35.168137,0.000000,0.144743,13.035703,0.000000,0.000000,0.000000,36.539356,0.000000,3.640131,40.179487,flying
