t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.176235,0.283553,0.000000,10.574082,10.413179,0.000000,0.000000,0.000000,0.000000,47.352787,0.000000,1.196112,48.548899,flying
0.016667,0.351879,0.453843,0.000000,10.538678,10.217410,0.000000,0.000000,0.000000,0.000000,46.323730,0.000000,1.914447,48.238177,flying
0.033333,0.526942,0.620888,0.000000,10.503778,10.022671,0.000000,0.000000,0.000000,0.000000,45.318404,0.000000,2.619090,47.937494,flying
0.050000,0.701432,0.784703,0.000000,10.469372,9.828938,0.000000,0.000000,0.000000,0.000000,44.336394,0.000000,3.310114,47.646508,flying
0.066667,0.875356,0.945306,0.000000,10.435453,9.636191,0.000000,0.000000,0.000000,0.000000,43.377296,0.000000,3.987586,47.364882,flying
0.083333,1.048723,1.102713,0.000000,10.402012,9.444408,0.000000,0.000000,0.000000,0.000000,42.440718,0.000000,4.651576,47.092294,flying
0.100000,1.221540,1.256939,0.000000,10.369039,9.253568,0.000000,0.000000,0.000000,0.000000,41.526281,0.000000,5.302148,46.828428,flying
0.116667,1.393816,1.408000,0.000000,10.336527,9.063650,0.000000,0.000000,0.000000,0.000000,40.633614,0.000000,5.939368,46.572982,flying
0.133333,1.565557,1.555911,0.000000,10.304468,8.874635,0.000000,0.000000,0.000000,0.000000,39.762360,0.000000,6.563299,46.325658,flying
0.150000,1.736771,1.700686,0.000000,10.272852,8.686503,0.000000,0.000000,0.000000,0.000000,38.912168,0.000000,7.174003,46.086171,flying
0.166667,1.907466,1.842340,0.000000,10.241672,8.499235,0.000000,0.000000,0.000000,0.000000,38.082701,0.000000,7.771542,45.854243,flying
0.183333,2.077648,1.980887,0.000000,10.210920,8.312812,0.000000,0.000000,0.000000,0.000000,37.273629,0.000000,8.355974,45.629604,flying
0.200000,2.247324,2.116340,0.000000,10.180587,8.127215,0.000000,0.000000,0.000000,0.000000,36.484634,0.000000,8.927358,45.411992,flying
0.216667,2.416502,2.248714,0.000000,10.150667,7.942426,0.000000,0.000000,0.000000,0.000000,35.715404,0.000000,9.485750,45.201154,flying
0.233333,2.585188,2.378021,0.000000,10.121150,7.758427,0.000000,0.000000,0.000000,0.000000,34.965638,0.000000,10.031207,44.996844,flying
0.250000,2.753388,2.504275,0.000000,10.092030,7.575202,0.000000,0.000000,0.000000,0.000000,34.235042,0.000000,10.563781,44.798823,flying
0.266667,2.921110,2.627487,0.000000,10.063299,7.392733,0.000000,0.000000,0.000000,0.000000,33.523332,0.000000,11.083527,44.606860,flying
0.283333,3.088359,2.747670,0.000000,10.034948,7.211003,0.000000,0.000000,0.000000,0.000000,32.830232,0.000000,11.590497,44.420728,flying
0.300000,3.255142,2.864837,0.000000,10.006972,7.029996,0.000000,0.000000,0.000000,0.000000,32.155471,0.000000,12.084741,44.240212,flying
0.316667,3.421464,2.978998,0.000000,9.979361,6.849696,0.000000,0.000000,0.000000,0.000000,31.498789,0.000000,12.566309,44.065098,flying
0.333333,3.587333,3.090166,0.000000,9.952110,6.670088,0.000000,0.000000,0.000000,0.000000,30.859932,0.000000,13.035249,43.895181,flying
0.350000,3.752753,3.198352,0.000000,9.925210,6.491156,0.000000,0.000000,0.000000,0.000000,30.238652,0.000000,13.491610,43.730262,flying
0.366667,3.917731,3.303567,0.000000,9.898654,6.312885,0.000000,0.000000,0.000000,0.000000,29.634710,0.000000,13.935437,43.570148,flying
0.383333,4.082271,3.405821,0.000000,9.872434,6.135261,0.000000,0.000000,0.000000,0.000000,29.047873,0.000000,14.366777,43.414650,flying
0.400000,4.246380,3.505126,0.000000,9.846545,5.958268,0.000000,0.000000,0.000000,0.000000,28.477913,0.000000,14.785673,43.263586,flying
0.416667,4.410063,3.601491,0.000000,9.820978,5.781894,0.000000,0.000000,0.000000,0.000000,27.924611,0.000000,15.192169,43.116779,flying
0.433333,4.573325,3.694926,0.000000,9.795726,5.606125,0.000000,0.000000,0.000000,0.000000,27.387751,0.000000,15.586308,42.974058,flying
0.450000,4.736172,3.785442,0.000000,9.770783,5.430946,0.000000,0.000000,0.000000,0.000000,26.867125,0.000000,15.968130,42.835256,flying
0.466667,4.898607,3.873048,0.000000,9.746140,5.256346,0.000000,0.000000,0.000000,0.000000,26.362532,0.000000,16.337678,42.700210,flying
0.483333,5.060637,3.957753,0.000000,9.721792,5.082311,0.000000,0.000000,0.000000,0.000000,25.873773,0.000000,16.694990,42.568763,flying
0.500000,5.222266,4.039567,0.000000,9.697731,4.908830,0.000000,0.000000,0.000000,0.000000,25.400657,0.000000,17.040105,42.440762,flying
0.516667,5.383499,4.118498,0.000000,9.673949,4.735889,0.000000,0.000000,0.000000,0.000000,24.942998,0.000000,17.373061,42.316059,flying
0.533333,5.544339,4.194556,0.000000,9.650441,4.563477,0.000000,0.000000,0.000000,0.000000,24.500613,0.000000,17.693897,42.194510,flying
0.550000,5.704793,4.267749,0.000000,9.627199,4.391583,0.000000,0.000000,0.000000,0.000000,24.073328,0.000000,18.002647,42.075975,flying
0.566667,5.864863,4.338086,0.000000,9.604216,4.220196,0.000000,0.000000,0.000000,0.000000,23.660969,0.000000,18.299348,41.960317,flying
0.583333,6.024554,4.405574,0.000000,9.581485,4.049305,0.000000,0.000000,0.000000,0.000000,23.263369,0.000000,18.584034,41.847404,flying
0.600000,6.183871,4.470223,0.000000,9.558999,3.878899,0.000000,0.000000,0.000000,0.000000,22.880367,0.000000,18.856740,41.737107,flying
0.616667,6.342817,4.532039,0.000000,9.536751,3.708968,0.000000,0.000000,0.000000,0.000000,22.511803,0.000000,19.117499,41.629302,flying
0.633333,6.501396,4.591030,0.000000,9.514734,3.539502,0.000000,0.000000,0.000000,0.000000,22.157523,0.000000,19.366344,41.523867,flying
0.650000,6.659611,4.647205,0.000000,9.492942,3.370492,0.000000,0.000000,0.000000,0.000000,21.817377,0.000000,19.603306,41.420684,flying
0.666667,6.817468,4.700571,0.000000,9.471368,3.201929,0.000000,0.000000,0.000000,0.000000,21.491218,0.000000,19.828418,41.319636,flying
0.683333,6.974968,4.751134,0.000000,9.450004,3.033804,0.000000,0.000000,0.000000,0.000000,21.178904,0.000000,20.041710,41.220614,flying
0.700000,7.132115,4.798903,0.000000,9.428843,2.866107,0.000000,0.000000,0.000000,0.000000,20.880295,0.000000,20.243211,41.123506,flying
0.716667,7.288913,4.843883,0.000000,9.407879,2.698832,0.000000,0.000000,0.000000,0.000000,20.595255,0.000000,20.432953,41.028208,flying
0.733333,7.445365,4.886083,0.000000,9.387105,2.531969,0.000000,0.000000,0.000000,0.000000,20.323652,0.000000,20.610963,40.934615,flying
0.750000,7.601473,4.925508,0.000000,9.366514,2.365512,0.000000,0.000000,0.000000,0.000000,20.065357,0.000000,20.777270,40.842627,flying
0.766667,7.757242,4.962165,0.000000,9.346100,2.199453,0.000000,0.000000,0.000000,0.000000,19.820242,0.000000,20.931903,40.752145,flying
0.783333,7.912673,4.996062,0.000000,9.325854,2.033786,0.000000,0.000000,0.000000,0.000000,19.588186,0.000000,21.074888,40.663074,flying
0.800000,8.067769,5.027204,0.000000,9.305771,1.868503,0.000000,0.000000,0.000000,0.000000,19.369067,0.000000,21.206253,40.575320,flying
0.816667,8.222533,5.055597,0.000000,9.285844,1.703598,0.000000,0.000000,0.000000,0.000000,19.162766,0.000000,21.326024,40.488791,flying
0.833333,8.376967,5.081248,0.000000,9.266066,1.539067,0.000000,0.000000,0.000000,0.000000,18.969170,0.000000,21.434229,40.403398,flying
0.850000,8.531074,5.104163,0.000000,9.246429,1.374902,0.000000,0.000000,0.000000,0.000000,18.788163,0.000000,21.530891,40.319054,flying
0.866667,8.684857,5.124348,0.000000,9.226928,1.211099,0.000000,0.000000,0.000000,0.000000,18.619637,0.000000,21.616037,40.235674,flying
0.883333,8.838316,5.141809,0.000000,9.207556,1.047653,0.000000,0.000000,0.000000,0.000000,18.463481,0.000000,21.689693,40.153174,flying
0.900000,8.991454,5.156552,0.000000,9.188305,0.884560,0.000000,0.000000,0.000000,0.000000,18.319590,0.000000,21.751882,40.071471,flying
0.916667,9.144274,5.168582,0.000000,9.169170,0.721815,0.000000,0.000000,0.000000,0.000000,18.187858,0.000000,21.802629,39.990487,flying
0.933333,9.296776,5.177905,0.000000,9.150143,0.559414,0.000000,0.000000,0.000000,0.000000,18.068183,0.000000,21.841958,39.910141,flying
0.950000,9.448963,5.184528,0.000000,9.131218,0.397353,0.000000,0.000000,0.000000,0.000000,17.960463,0.000000,21.869894,39.830357,flying
0.966667,9.600836,5.188455,0.000000,9.112389,0.235631,0.000000,0.000000,0.000000,0.000000,17.864599,0.000000,21.886460,39.751060,flying
0.983333,9.752397,5.189693,0.000000,9.093649,0.074243,0.000000,0.000000,0.000000,0.000000,17.780493,0.000000,21.891680,39.672173,flying
1.000000,9.903647,5.188246,0.000000,9.074992,-0.086812,0.000000,0.000000,0.000000,0.000000,17.708047,0.000000,21.885577,39.593624,flying
1.016667,10.054587,5.184120,0.000000,9.056410,-0.247538,0.000000,0.000000,0.000000,0.000000,17.647167,0.000000,21.868174,39.515340,flying
1.033333,10.205219,5.177321,0.000000,9.037899,-0.407935,0.000000,0.000000,0.000000,0.000000,17.597757,0.000000,21.839494,39.437251,flying
1.050000,10.355543,5.167854,0.000000,9.019452,-0.568005,0.000000,0.000000,0.000000,0.000000,17.559725,0.000000,21.799560,39.359285,flying
1.066667,10.505561,5.155725,0.000000,9.001062,-0.727750,0.000000,0.000000,0.000000,0.000000,17.532977,0.000000,21.748396,39.281373,flying
1.083333,10.655273,5.140939,0.000000,8.982723,-0.887171,0.000000,0.000000,0.000000,0.000000,17.517423,0.000000,21.686023,39.203446,flying
1.100000,10.804680,5.123501,0.000000,8.964430,-1.046267,0.000000,0.000000,0.000000,0.000000,17.512972,0.000000,21.612465,39.125437,flying
1.116667,10.953783,5.103417,0.000000,8.946177,-1.205040,0.000000,0.000000,0.000000,0.000000,17.519533,0.000000,21.527745,39.047278,flying
1.133333,11.102582,5.080692,0.000000,8.927957,-1.363489,0.000000,0.000000,0.000000,0.000000,17.537016,0.000000,21.431885,38.968901,flying
1.150000,11.251078,5.055332,0.000000,8.909765,-1.521614,0.000000,0.000000,0.000000,0.000000,17.565334,0.000000,21.324908,38.890241,flying
1.166667,11.399271,5.027342,0.000000,8.891596,-1.679414,0.000000,0.000000,0.000000,0.000000,17.604396,0.000000,21.206837,38.811233,flying
1.183333,11.547162,4.996727,0.000000,8.873444,-1.836888,0.000000,0.000000,0.000000,0.000000,17.654115,0.000000,21.077694,38.731809,flying
1.200000,11.694751,4.963493,0.000000,8.855303,-1.994036,0.000000,0.000000,0.000000,0.000000,17.714402,0.000000,20.937504,38.651906,flying
1.216667,11.842037,4.927646,0.000000,8.837168,-2.150856,0.000000,0.000000,0.000000,0.000000,17.785170,0.000000,20.786288,38.571458,flying
1.233333,11.989021,4.889190,0.000000,8.819035,-2.307345,0.000000,0.000000,0.000000,0.000000,17.866331,0.000000,20.624070,38.490401,flying
1.250000,12.135702,4.848132,0.000000,8.800897,-2.463503,0.000000,0.000000,0.000000,0.000000,17.957796,0.000000,20.450873,38.408670,flying
1.266667,12.282081,4.804476,0.000000,8.782750,-2.619327,0.000000,0.000000,0.000000,0.000000,18.059479,0.000000,20.266721,38.326200,flying
1.283333,12.428158,4.758229,0.000000,8.764590,-2.774814,0.000000,0.000000,0.000000,0.000000,18.171290,0.000000,20.071638,38.242928,flying
1.300000,12.573931,4.709396,0.000000,8.746411,-2.929961,0.000000,0.000000,0.000000,0.000000,18.293142,0.000000,19.865647,38.158789,flying
1.316667,12.719402,4.657984,0.000000,8.728209,-3.084767,0.000000,0.000000,0.000000,0.000000,18.424946,0.000000,19.648773,38.073719,flying
1.333333,12.864568,4.603997,0.000000,8.709980,-3.239227,0.000000,0.000000,0.000000,0.000000,18.566614,0.000000,19.421039,37.987653,flying
1.350000,13.009430,4.547441,0.000000,8.691719,-3.393339,0.000000,0.000000,0.000000,0.000000,18.718056,0.000000,19.182470,37.900526,flying
1.366667,13.153987,4.488323,0.000000,8.673422,-3.547099,0.000000,0.000000,0.000000,0.000000,18.879184,0.000000,18.933091,37.812275,flying
1.383333,13.298238,4.426648,0.000000,8.655085,-3.700503,0.000000,0.000000,0.000000,0.000000,19.049907,0.000000,18.672927,37.722835,flying
1.400000,13.442183,4.362422,0.000000,8.636704,-3.853548,0.000000,0.000000,0.000000,0.000000,19.230136,0.000000,18.402004,37.632140,flying
