t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.000000,0.157179,3.199442,0.000000,2.830725,11.966512,0.000000,0.000000,0.000000,32.510239,0.000000,0.663027,33.173266,flying
0.016667,0.000000,0.201545,3.398330,0.000000,2.661969,11.933313,0.000000,0.000000,0.000000,32.140360,0.000000,0.850177,32.990537,flying
0.033333,0.000000,0.243107,3.596670,0.000000,2.493722,11.900396,0.000000,0.000000,0.000000,31.785185,0.000000,1.025498,32.810683,flying
0.050000,0.000000,0.281873,3.794466,0.000000,2.325979,11.867751,0.000000,0.000000,0.000000,31.444542,0.000000,1.189026,32.633568,flying
0.066667,0.000000,0.317852,3.991722,0.000000,2.158729,11.835370,0.000000,0.000000,0.000000,31.118262,0.000000,1.340795,32.459057,flying
0.083333,0.000000,0.351052,4.188443,0.000000,1.991967,11.803246,0.000000,0.000000,0.000000,30.806178,0.000000,1.480841,32.287019,flying
0.100000,0.000000,0.381480,4.384633,0.000000,1.825684,11.771370,0.000000,0.000000,0.000000,30.508130,0.000000,1.609195,32.117325,flying
0.116667,0.000000,0.409144,4.580295,0.000000,1.659874,11.739735,0.000000,0.000000,0.000000,30.223958,0.000000,1.725893,31.949851,flying
0.133333,0.000000,0.434053,4.775434,0.000000,1.494531,11.708331,0.000000,0.000000,0.000000,29.953508,0.000000,1.830966,31.784474,flying
0.150000,0.000000,0.456214,4.970053,0.000000,1.329648,11.677152,0.000000,0.000000,0.000000,29.696627,0.000000,1.924447,31.621074,flying
0.166667,0.000000,0.475634,5.164156,0.000000,1.165219,11.646190,0.000000,0.000000,0.000000,29.453167,0.000000,2.006367,31.459535,flying
0.183333,0.000000,0.492321,5.357747,0.000000,1.001239,11.615437,0.000000,0.000000,0.000000,29.222982,0.000000,2.076760,31.299742,flying
0.200000,0.000000,0.506283,5.550828,0.000000,0.837703,11.584885,0.000000,0.000000,0.000000,29.005929,0.000000,2.135654,31.141583,flying
0.216667,0.000000,0.517527,5.743404,0.000000,0.674604,11.554526,0.000000,0.000000,0.000000,28.801866,0.000000,2.183082,30.984949,flying
0.233333,0.000000,0.526059,5.935476,0.000000,0.511940,11.524354,0.000000,0.000000,0.000000,28.610657,0.000000,2.219074,30.829731,flying
0.250000,0.000000,0.531887,6.127049,0.000000,0.349704,11.494361,0.000000,0.000000,0.000000,28.432165,0.000000,2.243660,30.675825,flying
0.266667,0.000000,0.535019,6.318124,0.000000,0.187894,11.464539,0.000000,0.000000,0.000000,28.266258,0.000000,2.256870,30.523128,flying
0.283333,0.000000,0.535461,6.508706,0.000000,0.026505,11.434882,0.000000,0.000000,0.000000,28.112804,0.000000,2.258733,30.371537,flying
0.300000,0.000000,0.533219,6.698796,0.000000,-0.134467,11.405382,0.000000,0.000000,0.000000,27.971674,0.000000,2.249280,30.220954,flying
0.316667,0.000000,0.528302,6.888396,0.000000,-0.295024,11.376031,0.000000,0.000000,0.000000,27.842743,0.000000,2.228538,30.071281,flying
0.333333,0.000000,0.520716,7.077510,0.000000,-0.455170,11.346824,0.000000,0.000000,0.000000,27.725884,0.000000,2.196537,29.922421,flying
0.350000,0.000000,0.510468,7.266139,0.000000,-0.614907,11.317753,0.000000,0.000000,0.000000,27.620975,0.000000,2.153306,29.774281,flying
0.366667,0.000000,0.497564,7.454286,0.000000,-0.774237,11.288812,0.000000,0.000000,0.000000,27.527893,0.000000,2.098874,29.626767,flying
0.383333,0.000000,0.482011,7.641952,0.000000,-0.933164,11.259993,0.000000,0.000000,0.000000,27.446520,0.000000,2.033268,29.479788,flying
0.400000,0.000000,0.463816,7.829141,0.000000,-1.091688,11.231290,0.000000,0.000000,0.000000,27.376737,0.000000,1.956516,29.333253,flying
0.416667,0.000000,0.442986,7.890000,0.000000,-0.892723,-7.841888,-8.115663,0.000000,0.000000,13.392814,0.068538,1.868648,15.330000,flying
0.433333,0.000000,0.425431,7.759537,0.000000,-1.053300,-7.827780,-8.115623,0.000000,0.000000,13.412471,0.068537,1.794596,15.275604,flying
0.450000,0.000000,0.405205,7.629309,0.000000,-1.213587,-7.813662,-8.115582,0.000000,0.000000,13.443113,0.068537,1.709275,15.220924,flying
0.466667,0.000000,0.382312,7.499317,0.000000,-1.373584,-7.799527,-8.115542,0.000000,0.000000,13.484661,0.068536,1.612705,15.165902,flying
0.483333,0.000000,0.356757,7.369561,0.000000,-1.533290,-7.785370,-8.115502,0.000000,0.000000,13.537036,0.068535,1.504907,15.110479,flying
0.500000,0.000000,0.328545,7.240041,0.000000,-1.692703,-7.771185,-8.115462,0.000000,0.000000,13.600161,0.068535,1.385902,15.054597,flying
0.516667,0.000000,0.297681,7.110758,0.000000,-1.851821,-7.756968,-8.115422,0.000000,0.000000,13.673955,0.068534,1.255709,14.998199,flying
0.533333,0.000000,0.264171,6.981713,0.000000,-2.010642,-7.742713,-8.115381,0.000000,0.000000,13.758341,0.068533,1.114351,14.941226,flying
0.550000,0.000000,0.228018,6.852906,0.000000,-2.169163,-7.728415,-8.115341,0.000000,0.000000,13.853239,0.068533,0.961848,14.883620,flying
0.566667,0.000000,0.189228,6.724339,0.000000,-2.327383,-7.714069,-8.115301,0.000000,0.000000,13.958570,0.068532,0.798221,14.825323,flying
0.583333,0.000000,0.147807,6.596011,0.000000,-2.485299,-7.699671,-8.115261,0.000000,0.000000,14.074254,0.068531,0.623493,14.766278,flying
0.600000,0.000000,0.110000,6.467924,0.000000,1.850034,-5.888040,-48.960125,0.000000,0.000000,8.189703,2.494416,0.464013,11.148132,flying
0.616667,0.000000,0.138014,6.369896,0.000000,1.680831,-5.881640,-48.959883,0.000000,0.000000,8.045059,2.494391,0.582184,11.121634,flying
0.633333,0.000000,0.163212,6.271977,0.000000,1.511891,-5.875156,-48.959640,0.000000,0.000000,7.912705,2.494366,0.688477,11.095549,flying
0.650000,0.000000,0.185599,6.174167,0.000000,1.343208,-5.868585,-48.959398,0.000000,0.000000,7.792566,2.494342,0.782912,11.069820,flying
0.666667,0.000000,0.205178,6.076469,0.000000,1.174776,-5.861919,-48.959155,0.000000,0.000000,7.684572,2.494317,0.865504,11.044394,flying
0.683333,0.000000,0.221955,5.978883,0.000000,1.006590,-5.855155,-48.958912,0.000000,0.000000,7.588653,2.494292,0.936273,11.019218,flying
0.700000,0.000000,0.235932,5.881411,0.000000,0.838647,-5.848285,-48.958670,0.000000,0.000000,7.504739,2.494268,0.995234,10.994241,flying
0.716667,0.000000,0.247115,5.784056,0.000000,0.670941,-5.841305,-48.958427,0.000000,0.000000,7.432766,2.494243,1.042404,10.969413,flying
0.733333,0.000000,0.255506,5.686820,0.000000,0.503470,-5.834208,-48.958184,0.000000,0.000000,7.372666,2.494218,1.077801,10.944684,flying
0.750000,0.000000,0.261110,5.589703,0.000000,0.336231,-5.826990,-48.957942,0.000000,0.000000,7.324375,2.494193,1.101439,10.920008,flying
0.766667,0.000000,0.263930,5.492709,0.000000,0.169221,-5.819643,-48.957699,0.000000,0.000000,7.287830,2.494169,1.113336,10.895335,flying
0.783333,0.000000,0.263971,5.395840,0.000000,0.002439,-5.812164,-48.957456,0.000000,0.000000,7.262969,2.494144,1.113508,10.870621,flying
0.800000,0.000000,0.261235,5.299097,0.000000,-0.164117,-5.804544,-48.957214,0.000000,0.000000,7.249729,2.494119,1.101970,10.845818,flying
0.816667,0.000000,0.255728,5.202484,0.000000,-0.330447,-5.796780,-48.956971,0.000000,0.000000,7.248050,2.494095,1.078738,10.820882,flying
0.833333,0.000000,0.247452,5.106003,0.000000,-0.496551,-5.788866,-48.956729,0.000000,0.000000,7.257869,2.494070,1.043828,10.795766,flying
