t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.013296,0.165487,0.199435,0.797739,3.329206,11.966089,0.000000,0.000000,0.000000,33.305067,0.000000,0.698073,34.003140,flying
0.016667,0.026554,0.218136,0.398310,0.795499,3.158955,11.932488,0.000000,0.000000,0.000000,32.894159,0.000000,0.920163,33.814322,flying
0.033333,0.039775,0.267957,0.596629,0.793279,2.989236,11.899189,0.000000,0.000000,0.000000,32.498438,0.000000,1.130321,33.628759,flying
0.050000,0.052960,0.314957,0.794399,0.791079,2.820041,11.866183,0.000000,0.000000,0.000000,32.117720,0.000000,1.328584,33.446304,flying
0.066667,0.066108,0.359147,0.991624,0.788897,2.651362,11.833462,0.000000,0.000000,0.000000,31.751825,0.000000,1.514988,33.266814,flying
0.083333,0.079220,0.400533,1.188307,0.786735,2.483190,11.801018,0.000000,0.000000,0.000000,31.400579,0.000000,1.689569,33.090148,flying
0.100000,0.092297,0.439125,1.384455,0.784589,2.315516,11.768842,0.000000,0.000000,0.000000,31.063810,0.000000,1.852361,32.916172,flying
0.116667,0.105338,0.474931,1.580070,0.782462,2.148333,11.736926,0.000000,0.000000,0.000000,30.741350,0.000000,2.003400,32.744750,flying
0.133333,0.118344,0.507958,1.775158,0.780351,1.981635,11.705263,0.000000,0.000000,0.000000,30.433036,0.000000,2.142719,32.575755,flying
0.150000,0.131315,0.538215,1.969722,0.778256,1.815412,11.673844,0.000000,0.000000,0.000000,30.138707,0.000000,2.270351,32.409058,flying
0.166667,0.144251,0.565709,2.163766,0.776177,1.649660,11.642661,0.000000,0.000000,0.000000,29.858206,0.000000,2.386331,32.244537,flying
0.183333,0.157153,0.590449,2.357295,0.774114,1.484371,11.611706,0.000000,0.000000,0.000000,29.591380,0.000000,2.490689,32.082069,flying
0.200000,0.170021,0.612441,2.550311,0.772065,1.319539,11.580972,0.000000,0.000000,0.000000,29.338078,0.000000,2.583460,31.921537,flying
0.216667,0.182855,0.631694,2.742818,0.770030,1.155158,11.550450,0.000000,0.000000,0.000000,29.098152,0.000000,2.664673,31.762825,flying
0.233333,0.195655,0.648214,2.934820,0.768009,0.991223,11.520134,0.000000,0.000000,0.000000,28.871459,0.000000,2.734361,31.605820,flying
0.250000,0.208421,0.662009,3.126321,0.766001,0.827729,11.490016,0.000000,0.000000,0.000000,28.657856,0.000000,2.792554,31.450411,flying
0.266667,0.221155,0.673087,3.317322,0.764006,0.664669,11.460087,0.000000,0.000000,0.000000,28.457204,0.000000,2.839284,31.296488,flying
0.283333,0.233855,0.681455,3.507828,0.762023,0.502041,11.430341,0.000000,0.000000,0.000000,28.269367,0.000000,2.874580,31.143947,flying
0.300000,0.246523,0.687119,3.697841,0.760051,0.339839,11.400771,0.000000,0.000000,0.000000,28.094210,0.000000,2.898472,30.992682,flying
0.316667,0.259158,0.690086,3.887364,0.758091,0.178060,11.371368,0.000000,0.000000,0.000000,27.931601,0.000000,2.910991,30.842592,flying
0.333333,0.271760,0.690365,4.076399,0.756142,0.016699,11.342127,0.000000,0.000000,0.000000,27.781411,0.000000,2.912165,30.693576,flying
0.350000,0.284330,0.687960,4.264950,0.754203,-0.144247,11.313039,0.000000,0.000000,0.000000,27.643511,0.000000,2.902023,30.545535,flying
0.366667,0.296868,0.682881,4.453018,0.752273,-0.304781,11.284097,0.000000,0.000000,0.000000,27.517776,0.000000,2.880596,30.398372,flying
0.383333,0.309374,0.675132,4.640606,0.750353,-0.464907,11.255296,0.000000,0.000000,0.000000,27.404083,0.000000,2.847911,30.251993,flying
0.400000,0.321848,0.664722,4.827717,0.748442,-0.624626,11.226627,0.000000,0.000000,0.000000,27.302308,0.000000,2.803996,30.106304,flying
