t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.176833,0.284108,0.000000,10.610000,10.446500,0.000000,0.000000,0.000000,0.000000,47.665814,0.000000,1.198454,48.864269,flying
0.016667,0.353667,0.455492,0.000000,10.610000,10.283000,0.000000,0.000000,0.000000,0.000000,46.937121,0.000000,1.921400,48.858521,flying
0.033333,0.530500,0.624150,0.000000,10.610000,10.119500,0.000000,0.000000,0.000000,0.000000,46.219922,0.000000,2.632852,48.852774,flying
0.050000,0.707333,0.790083,0.000000,10.610000,9.956000,0.000000,0.000000,0.000000,0.000000,45.514218,0.000000,3.332809,48.847026,flying
0.066667,0.884167,0.953292,0.000000,10.610000,9.792500,0.000000,0.000000,0.000000,0.000000,44.820009,0.000000,4.021270,48.841279,flying
0.083333,1.061000,1.113775,0.000000,10.610000,9.629000,0.000000,0.000000,0.000000,0.000000,44.137294,0.000000,4.698237,48.835531,flying
0.100000,1.237833,1.271533,0.000000,10.610000,9.465500,0.000000,0.000000,0.000000,0.000000,43.466075,0.000000,5.363709,48.829784,flying
0.116667,1.414667,1.426567,0.000000,10.610000,9.302000,0.000000,0.000000,0.000000,0.000000,42.806350,0.000000,6.017686,48.824037,flying
0.133333,1.591500,1.578875,0.000000,10.610000,9.138500,0.000000,0.000000,0.000000,0.000000,42.158121,0.000000,6.660168,48.818289,flying
0.150000,1.768333,1.728458,0.000000,10.610000,8.975000,0.000000,0.000000,0.000000,0.000000,41.521386,0.000000,7.291156,48.812542,flying
0.166667,1.945167,1.875317,0.000000,10.610000,8.811500,0.000000,0.000000,0.000000,0.000000,40.896146,0.000000,7.910648,48.806794,flying
0.183333,2.122000,2.019450,0.000000,10.610000,8.648000,0.000000,0.000000,0.000000,0.000000,40.282401,0.000000,8.518646,48.801047,flying
0.200000,2.298833,2.160858,0.000000,10.610000,8.484500,0.000000,0.000000,0.000000,0.000000,39.680151,0.000000,9.115149,48.795299,flying
0.216667,2.475667,2.299542,0.000000,10.610000,8.321000,0.000000,0.000000,0.000000,0.000000,39.089395,0.000000,9.700157,48.789552,flying
