t,x,y,z,vx,vy,vz,wx,wy,wz,ke_trans,ke_rot,pe,e_total,mode
0.000000,0.000000,0.173673,30.232593,0.000000,3.820398,13.955599,19.999901,0.000000,0.000000,45.011149,0.416236,0.732606,46.159991,flying
0.016667,0.000000,0.234365,30.464453,0.000000,3.641482,13.911559,19.999802,0.000000,0.000000,44.460253,0.416232,0.988620,45.865106,flying
0.033333,0.000000,0.292085,30.695584,0.000000,3.463241,13.867871,19.999703,0.000000,0.000000,43.927056,0.416228,1.232104,45.575388,flying
0.050000,0.000000,0.346846,30.925993,0.000000,3.285663,13.824525,19.999604,0.000000,0.000000,43.411309,0.416223,1.463102,45.290634,flying
0.066667,0.000000,0.398659,31.155684,0.000000,3.108737,13.781510,19.999504,0.000000,0.000000,42.912766,0.416219,1.681662,45.010648,flying
0.083333,0.000000,0.447533,31.384665,0.000000,2.932453,13.738817,19.999405,0.000000,0.000000,42.431191,0.416215,1.887828,44.735235,flying
0.100000,0.000000,0.493480,31.612939,0.000000,2.756800,13.696437,19.999306,0.000000,0.000000,41.966352,0.416211,2.081645,44.464208,flying
0.116667,0.000000,0.536509,31.840511,0.000000,2.581769,13.654360,19.999207,0.000000,0.000000,41.518021,0.416207,2.263156,44.197384,flying
0.133333,0.000000,0.576632,32.067388,0.000000,2.407350,13.612576,19.999108,0.000000,0.000000,41.085977,0.416203,2.432405,43.934584,flying
0.150000,0.000000,0.613857,32.293572,0.000000,2.233534,13.571077,19.999009,0.000000,0.000000,40.670003,0.416199,2.589434,43.675635,flying
0.166667,0.000000,0.648196,32.519070,0.000000,2.060312,13.529853,19.998910,0.000000,0.000000,40.269888,0.416195,2.734284,43.420367,flying
0.183333,0.000000,0.679657,32.743885,0.000000,1.887675,13.488895,19.998811,0.000000,0.000000,39.885426,0.416190,2.866997,43.168613,flying
0.200000,0.000000,0.708251,32.968021,0.000000,1.715616,13.448194,19.998711,0.000000,0.000000,39.516413,0.416186,2.987613,42.920213,flying
0.216667,0.000000,0.733986,33.191484,0.000000,1.544125,13.407742,19.998612,0.000000,0.000000,39.162653,0.416182,3.096173,42.675008,flying
0.233333,0.000000,0.756873,33.414276,0.000000,1.373197,13.367530,19.998513,0.000000,0.000000,38.823951,0.416178,3.192715,42.432845,flying
0.250000,0.000000,0.776920,33.636402,0.000000,1.202823,13.327548,19.998414,0.000000,0.000000,38.500118,0.416174,3.277280,42.193572,flying
0.266667,0.000000,0.794136,33.857865,0.000000,1.032997,13.287789,19.998315,0.000000,0.000000,38.190968,0.416170,3.349905,41.957043,flying
0.283333,0.000000,0.808531,34.078669,0.000000,0.863712,13.248243,19.998216,0.000000,0.000000,37.896320,0.416166,3.410628,41.723113,flying
0.300000,0.000000,0.820114,34.298817,0.000000,0.694962,13.208904,19.998117,0.000000,0.000000,37.615994,0.416162,3.459487,41.491643,flying
0.316667,0.000000,0.828893,34.518313,0.000000,0.526740,13.169762,19.998018,0.000000,0.000000,37.349817,0.416157,3.496520,41.262494,flying
0.333333,0.000000,0.834877,34.737160,0.000000,0.359042,13.130809,19.997919,0.000000,0.000000,37.097616,0.416153,3.521762,41.035532,flying
0.350000,0.000000,0.838075,34.955361,0.000000,0.191861,13.092037,19.997820,0.000000,0.000000,36.859224,0.416149,3.535251,40.810624,flying
0.366667,0.000000,0.838495,35.172918,0.000000,0.025193,13.053439,19.997720,0.000000,0.000000,36.634475,0.416145,3.537022,40.587643,flying
0.383333,0.000000,0.836145,35.389835,0.000000,-0.140967,13.015007,19.997621,0.000000,0.000000,36.423208,0.416141,3.527112,40.366460,flying
0.400000,0.000000,0.831035,35.606114,0.000000,-0.306623,12.976732,19.997522,0.000000,0.000000,36.225262,0.416137,3.505554,40.146953,flying
0.416667,0.000000,0.823172,35.821757,0.000000,-0.471780,12.938608,19.997423,0.000000,0.000000,36.040481,0.416133,3.472386,39.928999,flying
0.433333,0.000000,0.812565,36.036767,0.000000,-0.636442,12.900626,19.997324,0.000000,0.000000,35.868710,0.416129,3.427641,39.712480,flying
0.450000,0.000000,0.799221,36.251147,0.000000,-0.800613,12.862780,19.997225,0.000000,0.000000,35.709799,0.416124,3.371354,39.497278,flying
0.466667,0.000000,0.783149,36.464898,0.000000,-0.964295,12.825062,19.997126,0.000000,0.000000,35.563598,0.416120,3.303559,39.283278,flying
0.483333,0.000000,0.764358,36.678023,0.000000,-1.127492,12.787465,19.997027,0.000000,0.000000,35.429960,0.416116,3.224291,39.070367,flying
0.500000,0.000000,0.742854,36.890522,0.000000,-1.290206,12.749983,19.996928,0.000000,0.000000,35.308739,0.416112,3.133583,38.858434,flying
0.516667,0.000000,0.718647,37.102399,0.000000,-1.452441,12.712607,19.996828,0.000000,0.000000,35.199794,0.416108,3.031469,38.647371,flying
